mailingAddr1,totalActualVal
1907 WESTBROOK CIR,253100
2790 DARTMOUTH AVE,355400
PO BOX 155,254800
PO BOX 241,291400
9025 E GIRARD AVE APT 19,88000
3946 W 98TH PL,220900
6282 N RIVIERA CT,185300
PO BOX 32,217500
PO BOX 32,217500
PO BOX 594,5000
PO BOX 594,5000
PO BOX 1394,139200
18905 39TH AVE N,116200
1864 ANDOVER DR,170500
1864 ANDOVER DR,170500
PO BOX 368,279500
PO BOX 20596,109100
530 LAIRD POND RD,83900
95 NORSKE TR,323900
PO BOX 473,7600
558 COUNTRY RD N,322600
P O BOX 66,870900
456 CHERRY ST,365400
148 LAB RD,205300
PO BOX 663,26400
274 TAHOSA PARK SOUTH RD,208700
1677 FONTAINE AVE  8240,91300
3946 WEST 98TH PLACE,60800
225 S OLIVE ST APT 1512,206100
2933 NOGALES CT,88700
376 HANNAH RD,68500
10258 CHRISTOPHER DR,72200
940 AUGUSTA WAY UNIT 213,38400
PO BOX 24,968000
PO BOX 446,407000
PO BOX 95,800000
PO BOX 95,800000
PO BOX 95,800000
PO BOX 111,633900
374 VALLEY LN,220000
WICKHAM,121700
654 S GALENA ST,83000
NORMA BODA REVCBLE TRST,198300
6688 GUNPARK DRIVE,82600
P O BOX 218,1684000
9179 WCR 24,77400
PO BOX 445,240000
812 4TH ST,9700
1116 WEST COLUMBIA AVE 3W,48200
12555 BROADMOOR,178300
PO BOX 3844,279500
P.O. BOX 277,218300
PARK MAYFAIR 1804,252200
PO BOX 427,330500
1727 15TH ST UNIT 300,131400
431 TAHOSA PARK N RD,422600
RITA PALOHEIMO,240900
PO BOX 487,88000
PO BOX 357,422600
PO BOX 511,421700
10337 WILLIAM FORTE AVE,284400
3860 CARLOCK DR,5000
1762 BLAKE ST,205300
1609 S 52ND TER,54900
1609 S 52ND TER,54900
5421 MONACO ST,353900
PO BOX 83,268700
PO BOX 231,477500
1920 GLENVIEW COURT,197500
PO BOX 175,279200
7374 QUINCE CT,214300
P O BOX 278,327000
15864 WILDHAVEN LN,520000
2210 THOMPSON CROSSING DR,549600
6688 GUNPARK DRIVE,7600
6688 GUNPARK DRIVE,24400
6688 GUNPARK DRIVE,157500
6688 GUNPARK DRIVE,45000
3246 ALKIRE WAY,113100
BOX 2,334800
245 MEADOW MOUNTAIN,393900
108 THOMAS GATES,319200
108 THOMAS GATES,319200
1566 SUNSET BLVD,292200
PO BOX 476,508400
5852 ORCHARD CREEK LN,227000
P O BOX 381,312200
11343 DECATUR CT,200000
6006 JORDAN DR,195500
6006 JORDAN DR,713100
603 S SKINNER RD,258300
125 BIGBEE HIGH RD,253000
115 N SKINNER RD,335600
PO BOX 292,338300
14104 W DARTMOUTH AVE,119200
4323 COBBLERS LN,327000
350 PONCA PL APT 279,173100
350 PONCA PL APT 279,173100
350 PONCA PL APT 279,173100
PO BOX 338,467800
PO BOX 338,467800
3000 GRAND AVE APT 907,23200
191 UNIVERSITY BLVD. #844,288700
PO BOX 325,199200
PO BOX 367,258600
PO BOX 54,397500
PO BOX 186,477500
PO BOX 267,341700
PO BOX 193,363700
PO BOX 446,12000
21550 PROVINCIAL BLVD APT 1620,462600
1632 TYE RD,98700
1109 S MAIN ST,384400
PO BOX 515,542600
PO BOX 354,378300
3601 ARAPAHOE AVE UNIT 310,387800
3601 ARAPAHOE AVE UNIT 310,387800
P O BOX 252,366100
PO BOX 202,460000
800 HIGH ST APT 411,123000
230 VIKING CT,355600
1223 30TH AVE,98700
PO BOX 395,417500
PO BOX 76,298300
115 MONTALTO DR APT 3A,192500
115 MONTALTO DR APT 3A,192500
P O BOX 254,292200
PO BOX 35,0
105 E WELCH AVE,247800
194 CAPP SPRINGS RD,201700
PO BOX 233,273100
3490 EASTMAN AVE,217500
1480 W VIA DE ROMA,237500
PO BOX 343,315600
247 WAGENER RD,257500
27783 GALE RD,136300
11157 JACKSON TERRACE,367800
105 WAGENER RD,257500
PO BOX 908,173700
PO BOX 248,316100
3634 SAINT MARYS LN,158300
357 CORONADO ST,234800
PO BOX 203,262600
4822 S KENWOOD AVE,105000
4822 S KENWOOD AVE,124400
PARK MAYFAIR 1804,40200
4949 S ALBION ST,107500
PO BOX 845,569900
3450 W 98TH DR UNIT C,64400
PO BOX 492,246100
GREGORY D & JANENE M & ETAL,212200
1609 S 52ND TER,54900
646 INVERNESS DR,293100
130 W MEADOWBROOK DR,248700
2745 SUNSET PL,299300
1110 W 7TH ST,306100
PO BOX 223,272200
P O BOX 471,72800
1701 LINDENWOOD,171500
1 RANDOM RD,492200
PAUL T & MARY E MCKAY TRUSTEES,424400
3488 S COLUMBINE CIR,125300
6825 CAPRI PL,326100
10337 WILLIAM FORTE AVE,59200
DEPT OF INT NATL PARK SERVICE,330900
DEPT OF INT NATL PARK SERVICE,192500
7655 E 4TH AVE,436800
3400 PENROSE PL,55200
113 COUNTY ROAD 82 E,960
PO BOX 46,142600
1235 WINDSOR WAY,65300
PO BOX 194,322600
PO BOX 65,127800
6795 W 97TH PL,124000
626 39TH ST,107000
PO BOX 303,6100
306 S 3RD AVE,112200
ET AL,61700
PO BOX 457,699300
9658 S JOHNSON WAY,157900
PO BOX 501,201700
48 SKI RD,199200
PO BOX 194,134400
PO BOX 194,29000
PO BOX 306,150500
PO BOX 237,141700
1105 WILLOW CT,140000
PO BOX 356,297500
DANIEL C MITCHELL LIVING TR 1/3,2700
4873 FRANKLIN DR,145300
4873 FRANKLIN DR,145300
4873 FRANKLIN DR,145300
PO BOX 151,133100
8006 S QUINCE WY,38300
8006 S QUINCE WY,38300
1915 TOWNE CENTRE BLVD UNIT 309,135600
PO BOX 101,150500
300 W DOUGLAS AVE STE 1000,45300
1903 W MULBERRY ST,800
1903 W MULBERRY ST,117700
1522 ABRAMS RD,253600
PO BOX 45,143500
PO BOX 452,160000
PO BOX 221,127800
1755 NIAGARA ST,212200
14883 HWY 7,282600
PO BOX 2,244400
PO BOX 105,160000
1081 FALL RIVER DR,148700
PO BOX 273,46100
25754 BRISTLECONE CT,302600
PO BOX 85,121700
PO BOX 85,128600
PO BOX 85,67300
PO BOX 85,153900
PO BOX 85,4500
PO BOX 85,175600
PO BOX 85,93100
PO BOX 85,104400
PO BOX 85,21300
PO BOX 85,195600
PO BOX 343,192200
PO BOX 343,16000
777 N JEFFERSON AVE,55000
7474 E ARKANSAS AVE UNIT 2006,80900
7474 E ARKANSAS AVE UNIT 2006,80900
5332 ALDRICH AVE SOUTH,38700
5332 ALDRICH AVE SOUTH,38700
CYNTHIA BOONE,134800
PO BOX 343,180900
PO BOX 17,130500
8006 S QUINCE WY,160900
8006 S QUINCE WY,160900
524 SILVER OAK GROVE,164400
CLAUDIA STICHT REVOCABLE LIVING TRUST,23600
CLAUDIA STICHT REVOCABLE LIVING TRUST,144400
814 N ABINGDON ST,122600
PO BOX 428,60100
PO BOX 72,130500
PO BOX 452,37500
11380 W RADER CT,131400
P O BOX 296,137500
661 W VIA DE SUENOS,207800
4264 N 142ND ST,162600
921 INDIAN PEAK RD,153100
921 INDIAN PEAK RD,153100
921 INDIAN PEAK RD,153100
921 INDIAN PEAK RD,153100
921 INDIAN PEAK RD,153100
921 INDIAN PEAK RD,153100
PO BOX 46,284400
PO BOX 46,23300
3702 BUCKBOARD DR,71400
2554 S FILLMORE ST,133900
2554 S FILLMORE ST,133900
PO BOX 163,541883
PO BOX 387,288800
PO BOX 45,45000
PO BOX 13,170500
P O BOX 514,257500
8006 S QUINCE WY,700
8006 S QUINCE WY,700
PO BOX 263,167800
PO BOX 458,259200
PO BOX 247,462300
PO BOX 458,35600
BOX 297,106100
BOX 297,8400
PO BOX 356,140000
PO BOX 194,156000
1422 ELM ST,193100
1422 ELM ST,5500
PO BOX 431,200000
3246 ALKIRE WAY,101700
3246 ALKIRE WAY,153100
612 COUNTY RD 84 W,71300
PO BOX 32,182600
1531 E 133RD AVE,167800
1353 WHITE HAWK RANCH RD,284400
180 MEADE ST,159200
1353 WHITE HAWK RANCH DR,60800
8038 MACKENZIE RD,115600
PO BOX 45,78800
PO BOX 73,165300
PO BOX 364,291400
414 1ST ST,127800
PO BOX 457,167000
451 UVALTA ST,227000
14025 W 66TH AVE,42000
14025 W 66TH AVE,42000
11177 W 8TH AV,140600
1518 43RD AVE,181700
3702 E 127TH LN,198600
623 OAKTON ST,154800
14314 E WAKANDA CT,162600
1150 SOUTH PEAK VIEW,1000
2764 S GREENSIDE PL,91200
2695 STEPHENS RD,42000
7643 OWENS ST,30100
2695 STEPHENS RD,35000
2838 CHELSEA DR,162600
2838 CHELSEA DR,162600
1955 MONACO PKWY,194800
215 W FOX FARM RD,233900
113 COUNTY ROAD 82 E,960
113 COUNTY ROAD 82 E,134600
113 COUNTY ROAD 82 E,3819
113 COUNTY ROAD 82 E,4356
113 COUNTY ROAD 82 E,9100
113 COUNTY ROAD 82 E,1428
113 COUNTY ROAD 82 E,480
4280 CRYSTAL DR,117600
3096 OWENS CT,106200
402 DELMAR,35000
5130 RUSTIC AVE,191400
DEPT OF AGRICULTURE,475600
11177 W 8TH AVE,1565000
PO BOX 44,480
PO BOX 164,390500
815 CENTRAL,22000
6889 SUMMERSET AVE,59200
2107 CONSTITUTION AVE,139200
1530 LA LOMA AVE,171400
251 N SKINNER RD,173100
2016 NORTH 102ND ST,49600
16086 INVERRARY LANE,302900
16086 INVERRARY LANE,27800
1802 PLUM CREEK LN,220900
1007 N 3RD ST,161700
2242 JUNIPER CT,36500
45090 NAMOKU ST APT 1302,193100
825 VALLETTE ST.,43700
408 RIVERSIDE DR,68300
9402 ROXANNA DR,87000
1109 WILLIAMS ST,182600
14305 N COUNTRY ROAD 7,52200
7633 E 3RD ST,110600
7 WARD DR,83600
525 SPRING CANYON CT,144400
2531 BIG OWL RD,293900
2580 SUNDANCE PATH,89400
11331 DONLEY DR,180000
"521 HINSON DR, APT 238",190500
2600 NE 40TH ST,77100
525 SPRING CANYON CT,200900
995 LOMBARDY LN,58900
1378 COBBLER RD,439200
16822 SUMMER CREEK DR,155600
1120 WEBSTER ST,151400
2015 B ST,217500
111 DICKERMAN RD,95600
2710 REGIS DR,100000
PO BOX 447,2900
PO BOX 447,253500
PO BOX 301,340900
PO BOX 532,273100
605 REGENTS ST,150500
605 REGENTS ST,150500
11201 N COUNTY RD 17,346100
4028 S WISTERIA WAY,142600
3601 CHATHAM DR,66100
7832 STONEDALE DR,188700
7832 STONEDALE DR,188700
7832 STONEDALE DR,188700
1100 BIG OWL RD,185200
PO BOX 6525,64000
PO BOX 1135,213900
PO BOX 1135,213900
11733 HIGHWAY 7,126100
525 SPRING CANYON CT,23200
4505 S YOSEMITE ST 355,100900
1074 BIG OWL RD,133900
710 W KOENIG ST,671200
PO BOX 517,290000
710 W KOENIG ST,472600
1161 BIG OWL RD,226100
1332 BRONWYN AVE,247800
2600 NE 40TH ST,365300
4833 ARCADIA RD,85300
2710 REGIS DR,120900
801 LOMA LINDA,230500
801 LOMA LINDA,230500
801 LOMA LINDA,230500
1614 S HOLLAND ST,152200
419 8TH AVE,200000
4600 MONTVIEW BV,307800
144 BRIDLE RIDGE BLVD,132200
7774 BISON BLUFF ST,140000
11733 HIGHWAY 7,12
11733 HIGHWAY 7,12
2736 S CLAYTON ST,7800
11733 HWY 7,12
2580 SUNDANCE PATH,40000
PO BOX 428,262600
4600 CLOUD CT,96900
13410 SW 128TH ST,276000
1380 OVERHILL RD,133900
133 SEWARD ST,174800
133 SEWARD ST,55200
235 W CUMING ST,153100
P O BOX 362,253900
77 BILL WAITE RD,196100
PO BOX 56,13000
48 MEADOW ACRES RD,100900
2918 W 94TH TERRACE,188700
3400 BIRK BLUFF CT,157500
O-11871 NICKELS N W,186100
10130 WHITESIDE,251400
6419 ELK AVENUE,213900
6419 ELK AVENUE,213900
11 MIDDLEFIELD RD,251400
6531 W 19TH STREET,172200
6531 W 19TH STREET,172200
6531 W 19TH STREET,172200
6531 W 19TH STREET,172200
6531 W 19TH STREET,172200
6531 W 19TH STREET,172200
6531 W 19TH STREET,172200
222 BROADWAY APT 1307,224400
5952 S VERSAILLES ST,165300
4530 N SCENIC MOUNTAIN DR,260000
4088 S. FLORAL TERR,95600
9908 HIGHWAY 7,168700
1760 PEREGRINE CT,234700
3700 SHAWNEE MISSION PKWY,386200
1643 HIGHWAY 83,130500
944 S WILLIAMS ST,225300
3000 GALLOWAY RIDGE APT J302,350000
3000 GALLOWAY RIDGE APT J302,350000
3000 GALLOWAY RIDGE APT J302,350000
763 CABIN CREEK RD,162600
186 WENTWORTH AVE W APT D,133900
400 HIGH RD,258300
1219 KOUSKOV ST,272200
1219 KOUSKOV ST,272200
1219 KOUSKOV ST,272200
1219 KOUSKOV ST,272200
1219 KOUSKOV ST,272200
1219 KOUSKOV ST,272200
1017 SAILORS REEF,86100
7312 WINDSOR DR,120000
112 FROG & FERN RD,153900
3205 S NEWPORT ST,133100
3205 S NEWPORT ST,133100
PO BOX 343,157500
1997 BIG OWL RD,587000
1130 FAIRWAY CLUB CIR,166100
834 12TH AVE UNIT A,350500
834 12TH AVE UNIT A,350500
800 FIELD ST,306100
2806 SUGAR BERRY LN,220000
10780 W 35TH AVE,174800
1402 FUJIMORI NISHIMACHI,289000
7541 S HARRISON WY,185300
PO BOX 368,122400
2806 SUGAR BERRY LN,55300
6101 VIRGINIA AVE NORTH,191400
314 WHYTEGATE CT,153900
PO BOX 56,204400
RR 5 SITE 26 COMP 21,193900
3724 S ONEIDA WAY,133900
800 BRIDLE TRAIL LN,148700
5553 SALVIA CT,155600
5553 SALVIA CT,155600
5553 SALVIA CT,155600
2404 HAMILTON DR,185300
16 N DOUGLAS DR,181700
2537 LOWALL CT,145100
819 3RD AVE,134000
819 3RD AVE,134000
819 3RD AVE,134000
P O BOX 1766,300000
7850 E CORNELL AVE,172200
5905 S FAIRFAX CT,359100
2486 COUNTY RD 29,95600
10858 BREWER DR,225200
10858 BREWER DR,225200
2290 LOCUST ST,140900
3815 NEWPORT LN,159200
14308 W 69TH PL,415000
24410 W 61 TERR,150500
36817 BRIAN AVE,115600
12326 GRANADA,104400
25030 E OTTAWA DR,114700
12232 N GAMBEL DR,130500
716 COYOTE HILL RD,119200
716 COYOTE HILL RD,119200
716 COYOTE HILL RD,119200
9533 CRESTEDGE CIR,188700
226 SPRUCE ST,278300
90152 ENTERPRISE DR,247000
1857 INDIAN HILLS,213900
1857 INDIAN HILLS,213900
1857 INDIAN HILLS,213900
2736 S CLAYTON ST,8700
PO BOX 1008,318000
402 WINNESHEIK AVE,97500
751 S WILLIAMS ST,467400
1320 N GARLAND #7,90500
PO BOX 1766,708800
28933 PLEASANT FOREST,179200
23985 ST ANDREWS CT,220000
6604 LANDON LN,199200
5710 WOODHAVEN,162600
6211 S LOGAN CT,66100
6211 S LOGAN CT,66100
6211 S LOGAN CT,66100
408 RIVERVIEW DR,531400
982 KNOB CREEK LN,158300
10 ROSEMONT AVE,77400
10901 W BLAKE CIR,168700
10901 W BLAKE CIR,168700
10901 W BLAKE CIR,168700
130 PONDEROSA LN,248700
3753 E LEAH LN,208700
4969 FILBERT DR,74800
4969 FILBERT DR,74800
4969 FILBERT DR,74800
4969 FILBERT DR,74800
3105 REGATTA LN APT 1,126100
3105 REGATTA LN APT 1,126100
2736 S CLAYTON ST,200900
167 SNOW GOOSE AVE,67000
9820 HIGHWAY 7,408700
1374 GLENCOE ST,130800
9927 N COUNTY ROAD 15,171400
3493 IRIS CT,224400
537 CONCORD,105300
5728 S OLATHE WAY,619800
870 CABIN CREEK RD,154800
PO BOX 147,225300
5905 MALLARD WAY,162600
920 WESTERN HILLS BV,317500
1530 LA LOMA AVE,206100
1530 LA LOMA AVE,206100
1530 LA LOMA AVE,206100
11733 HIGHWAY 7,17200
11733 HIGHWAY 7,220900
11733 HIGHWAY 7,220900
11733 HIGHWAY 7,16400
11733 HIGHWAY 7,30300
11733 HIGHWAY 7,17300
3 SAMUEL LN,17100
11733 HIGHWAY 7,524100
11733 HIGHWAY 7,17300
1605 OHIO AVE,18400
159 BILL WAITE RD,140000
1010 CHAUTAUQUA AVE,83900
1010 CHATAUQUA AVE,88200
825 VALLETTE ST.,47800
401 EDGEMERE RED,160000
PO BOX 381,152200
10960 PUMA CLF,74800
2320 W WHITE AVE,260000
2621 NW 153RD ST,104400
6889 SUMMERSET AVE,108700
901 LAREDO CT,123200
901 LAREDO CT,123200
901 LAREDO CT,315900
901 LAREDO CT,315900
PO BOX 64,186100
1926 BIG OWL RD,347000
10701 STROGANOF DR,210500
119 E LOS ARCOS,131400
4500 ROCKHILL TER,80000
809 MISSOURI ST,78300
801 LOMA LINDA,120900
801 LOMA LINDA,120900
801 LOMA LINDA,120900
10135 BALMORAL CR,65800
421 W LOUELLA DR,194800
26440 WINCHESTER CT,51400
26440 WINCHESTER CT,51400
5606 PENNSYLVANIA AVE,35600
715 APPALOOSA LN S.W.,155600
11733 HIGHWAY 7,12
11733 HIGHWAY 7,12
100 CABIN CREEK RD,237500
69 COUNTY RD 113N,121700
69 COUNTY RD 113N,121700
433 COLUMBINE AV,108000
756 LOCUST AVE,193900
1001 LAURIE LN,138300
PO BOX 351,302500
PO BOX 351,124400
75 ROCKWOOD LN,188700
2016 EMMA LONG ST,547800
848 WALNUT ST 17,187000
141 N BRYAN AVE,154800
5601 W 18TH ST 57,165300
5601 W 18TH ST 57,165300
3277 SEDGWICK CIR,172200
3749 CUMBERLAND,335600
3749 CUMBERLAND,335600
PO BOX 613,45500
15310 COUNTY RD 8,257400
21516 ARBOR ST,178300
10523 HIGHWAY 7,375600
1032 S MEMPHIS ST,67800
1032 S MEMPHIS ST,67800
1032 S MEMPHIS ST,67800
2433 JACK CREEK RD,41300
6260 S FILBERT CT,245300
7134 RUSTIC TRL,112200
8422 E 29TH PLACE,242600
700 BELFORD AVE #210,239200
1823 DENHOLM DR,250000
1610 PIERCE CIRCLE,137500
2736 S CLAYTON ST,6700
302 BELIN MANOR DR,54900
2600 NE 40TH ST,66900
11733 HIGHWAY 7,161700
11733 HIGHWAY 7,161700
2939 S LAKERIDGE TRL,85300
2475 BIG OWL RD,372200
18 BARTON AVE SE,155700
18 BARTON AVE SE,155700
PO BOX 281127,126100
4045 E 18TH AVE,204400
2425 DARTMOUTH AVE,187000
738 LANGDALE DR,422800
23791 E ALABAMA DR,106300
10329 HIGHWAY 7,436600
2668 BIG OWL RD,185400
482 PONDEROSA LANE,266100
2433 JACK CREEK RD,185300
10440 W 131ST ST,158300
4045 E 18TH AVE,62900
8948 FOX DR #104,272200
1025 CRESCENT BLVD,157400
1025 CRESCENT BLVD,157400
1025 CRESCENT BLVD,157400
1025 CRESCENT BLVD,157400
2017 SIERRA PL,275600
10499 PEAK TO PEAK HWY,347000
1693 CALLE DE ORO,135400
1693 CALLE DE ORO,135400
1693 CALLE DE ORO,135400
184 PONDEROSA LN,288700
6378 S ALBION WAY,224400
11580 HWY 7,157500
530 MAXWELL AV,251400
PO BOX 338,180900
PO BOX 338,180900
1404 TEAKWOOD DR,240000
4045 E 18TH AVE,298900
1511 NE SADDLE ROCK CT,140000
1190 ONEIDA ST,205300
2016 NORTH 102ND ST,237500
113 COUNTY ROAD 82 E,1884
113 COUNTY ROAD 82 E,480
PO BOX 2167,235600
200 N 10TH ST,80100
1536 S KLINE CT,192200
3980 GARRISON ST,165300
320 W MAIN ST,231400
2755 S JAY ST,186100
2908 RUFF WAY,279200
1300 BUCHANAN ST,145300
1300 BUCHANAN ST,145300
637 E 5TH ST,53100
637 E 5TH ST,53100
303 E 17TH AVE STE 800,187800
1401 CAPE COD CIR,177500
1401 CAPE COD CIR,177500
2218 VIOLET CT,215600
10145 ST HWY  7,424400
8523 THACKERY APT 2102,237700
1942 S HUMBOLDT ST,63800
2805 GRANDVIEW RD,60900
4815 DEVONSHIRE ST,130000
1776 OLYMPIAN LN G,67800
620 LOCUST ST,52600
620 LOCUST ST,52600
11563 HIGHWAY 7,151400
PO BOX 25,225300
433 COLUMBINE AV,135900
2239 BUCKINGHAM CIR,204400
2239 BUCKINGHAM CIR,204400
8703 WILD HORSE WAY,145300
11225 W 187TH ST,167000
PO BOX 432,338300
2020 S. MONROE ST # 429,497000
2020 S. MONROE ST # 429,497000
11177 W 8TH AV,293400
732 COUNTY ROAD 83,228800
4602 SUNSHINE CANYON DR,1022600
1750 OAK AVE,99661
1427 COUNTY ROAD 83,452891
PO BOX 548,900
PO BOX 548,900
6299 SUNSHINE CANYON DR,694300
PO BOX 2060604,62200
PO BOX 2060604,62200
1045 COUNTY ROAD 83,425700
1243 ARROYO CHICO,98900
PO BOX 18748,168400
1600 BAIN DR,277800
1600 BAIN DR,282700
718 COUNTY RD 83,80000
4760 ESSEX DR,131000
2021 BROADWAY,230700
6305 SUNSHINE CANYON DR,600500
304 S LINCOLN ST,142600
1035 PEARL ST #205,110000
PO BOX 1682,602600
801 ARROYO CHICO,517800
2977 SUNSHINE CANYON DR,382000
PO BOX 300849,1422200
5841 SUNSHINE CANYON DR,155500
PO BOX 2180,218400
3468 SUNSHINE CANYON DR,750000
2021 BROADWAY,445800
4789 SUNSHINE CANYON DR,1435600
PO BOX 1993,3800
5387 SUNSHINE CANYON DR,48
168 MISTY VALE CT,317800
1400 WAVERLY RD,900
7000 SUNSHINE CANYON DR,1128900
489 ASHVILLE DR,263400
811 COUNTY ROAD 83,399312
5570 SUNSHINE CANYON DR,257200
3192 REDSTONE RD,113600
3279 SUNSHINE CANYON DR,137600
6401 SUNSHINE CANYON DR,2147500
6093 SUNSHINE CANYON DR,591700
3018 7TH ST,7500
PO BOX 75462,546500
1325 REDWOOD AVE,330300
1060 HANOVER RD,3600
1060 HANOVER RD,153600
1060 HANOVER RD,153600
1060 HANOVER RD,153600
PO BOX 21236,532400
5170 SUNSHINE CANYON DR,3017000
90 MISTY VALE CT,756600
6138 SUNSHINE CANYON DR,915400
86 MISTY VALE CT,492700
4590 SUNSHINE CANYON DR,1033400
5170 SUNSHINE CANYON DR,791856
30 WHISPERING PINES RD,218156
PO BOX 2060604,44500
PO BOX 2060604,38200
PO BOX 2060604,25900
92 SOMERSET RD,109800
2390 HAWTHORN AVE,107600
3018 7TH ST,4500
5220 SUNSHINE CANYON DR,324800
2891 SUNSHINE CANYON DR,1031700
170 MISTY VALE,339800
45 MISTYVALE CT,470000
6191 SUNSHINE CANYON DR,176100
5170 SUNSHINE CANYON DR,223100
ANTONSON JR,427400
369 WHISPERING PINES RD,380100
1366 S ELM ST,125800
3365 SUNSHINE CANYON DR,835700
3279 SUNSHINE CANYON DR,846500
2525 ARAPAHOE AVE STE E4 NO 112,200559
4298 SUNSHINE CANYON DR,762700
231 HORSFAL ST,3300
4596 SUNSHINE CANYON DR,1021000
2800 N LAKERIDGE TRL,246355
5860 SUNSHINE CANYON DR,553600
4700 PEARL ST UNIT 2A,2600
1350 COUNTY RD 83,479600
PO BOX 1758,1615800
1123 COUNTY ROAD 83,483700
369 WHISPERING PINES,81900
6309 SUNSHINE CANYON DR,795500
6095 SUNSHINE CANYON DR,511400
4622 SUNSHINE CANYON DR,1019400
2759 S LAKERIDGE TRL,141000
713 COUNTY RD 83,348101
5595 SUNSHINE CANYON DR,525000
PO BOX 34,600200
35930 SOLON RD,123800
5025 DICK ST,482784
457 S QUAY ST,1500
5617 SUNSHINE CANYON DR,744300
732 COUNTY ROAD 83,15600
14522 WESTCREEK RD,1100
3039 SUNSHINE CANYON DR,668500
1140 PORTLAND PL  #104,622100
105 MODEL T RD,180000
3252 SUNSHINE CANYON DR,444300
109 MISTY VALE CT,495700
3018 7TH ST,133900
3018 7TH ST,133900
3865 TELLURIDE PL,593500
3865 TELLURIDE PL,593500
6310 SUNSHINE CANYON DR,559100
24 5TH AVE APT 729,677
PO BOX 1167,800
954 ARROYO CHICO,333324
403 ARROYO CHICO,514600
6186 SUNSHINE CANYON DR,381700
233 WHISPERING PINES,294400
175 MISTY VALE CT,471600
2889 SUNSHINE CANYON DR,330800
PO BOX 2060604,3200
3701 ARAPAHOE AVE #301,148800
3018 7TH ST,140000
P O BOX 1293,335600
4291 W SIDE RD,1128900
PO BOX 4575,3
221 WHISPERING PNES,817100
57 WHISPERING PINES RD,865500
57 WHISPERING PINES RD,865500
PO BOX 3042537,5300
PO BOX 3042537,4600
PO BOX 7246,966500
PO BOX 6063,1051000
PO BOX 471,1000
P O BOX 471,280500
PO BOX 471,60900
PO BOX 471,150900
PO BOX 471,1000
4300 SUNSHINE CANYON DR,903500
3992 SUNSHINE CANYON DR,405000
3940 SUNSHINE CANYON DR,764700
PO BOX 368,140200
3851 SUNSHINE CANYON DR,810500
3989 SUNSHINE CANYON DR,610000
209 ANEMONE DR,703400
12446 JAY RD,199100
4051 NE COUNTY LINE RD,350000
4075 E COUNTY LINE RD,359000
PO BOX 1330,1100
12692 JAY RD,247800
6800 S DAWSON CIR STE 201,438900
PO BOX 151,522900
PO BOX 151,688200
4665 HUEY CIR,458600
4661 HUEY CIR,441000
4669 GORDON DR,568900
4675 GORDON DR,467900
DBA BOULDER COLLEGE OF MASSAGE THERAPY,4164900
5920 LONGBOW DR,7670800
5920 LONGBOW DR,4494000
PO BOX 9500,8104000
2427 BRIARWOOD DR,958800
2415 BRIARWOOD DR,1168200
2421 BRIARWOOD DR,846200
2407 BRIARWOOD DR,993100
5198 ELLSWORTH PL,560300
5138 ELLSWORTH PL,522200
GLEN A KRAHENBUHL,631700
5078 ELLSWORTH PL,558300
5048 ELLSWORTH PL,523900
5018 ELLSWORTH PL,508300
5008 ELLSWORTH PL,592300
5000 ELLSWORTH PL,578600
5001 ELLSWORTH PL,599200
5011 ELLSWORTH PL,564000
5041 ELLSWORTH PL,554000
5071 ELLSWORTH PL,544400
5101 ELLSWORTH PL,609200
5131 ELLSWORTH PL,603500
5161 ELLSWORTH PL,540000
5191 ELLSWORTH PL,525600
5196 FORSYTHE PL,513200
5166 FORSYTHE PL,502800
5136 FORSYTHE PL,556200
5106 FORSYTHE PL,543600
5076 FORSYTHE PL,539000
5046 FORSYTHE PL,509600
5016 FORSYTHE PL,608800
5006 FORSYTHE PL,600200
1235 PRAIRIE VIEW RD,578800
5013 FORSYTHE PL,525800
PO BOX 984,535400
5073 FORSYTHE PL,523500
5103 FORSYTHE PL,539100
5133 FORSYTHE PL,698600
5163 FORSYTHE PL,528900
5193 FORSYTHE PL,520300
5194 GALLATIN PL,517700
5164 GALLATIN PL,501000
5134 GALLATIN PL,555800
NICOLE SERRANO,535600
5074 GALLATIN PL,510000
5044 GALLATIN PL,543400
5014 GALLATIN PL,582300
5004 GALLATIN PL,580200
5017 GALLATIN PL,589100
5047 GALLATIN PL,522200
5077 GALLATIN PL,585300
5107 GALLATIN PL,544200
5137 GALLATIN PL,521500
5167 GALLATIN PL,611600
5197 GALLATIN PL,513900
5192 HOLMES PL,593200
5162 HOLMES PL,592700
5132 HOLMES PL,514700
5102 HOLMES PL,572900
5072 HOLMES PL,539000
5042 HOLMES PL,499300
5019 HOLMES PL,507500
5049 HOLMES PL,528100
5079 HOLMES PL,506700
5109 HOLMES PL,509900
5139 HOLMES PL,543800
5169 HOLMES PL,491600
5199 HOLMES PL,523600
5190 INGERSOLL PL,578500
5160 INGERSOLL PL,540100
5130 INGERSOLL PL,543300
5100 INGERSOLL PL,642100
5070 INGERSOLL PL,496900
5040 INGERSOLL PL,536000
5010 INGERSOLL PL,622000
5015 INGERSOLL PL,552300
5045 INGERSOLL PL,525200
5075 INGERSOLL PL,529000
5105 INGERSOLL PL,541100
5135 INGERSOLL PL,548200
5165 INGERSOLL PL,500700
RUSSELL CHITWOOD,582800
2908 68TH AVE,119200
9253 E ARIZONA PL,155600
PO BOX 19993,111300
LINDSAY HOUGHT,309300
5168 ELLSWOTH PL,553900
