mailingAddr1,bldAssessedVal
7233 SPRING CT,22344
554 WEWOKA DR,23084
980 GAPTER RD,18475
7275 VALMONT RD,17635
9032 TAHOE LN,27661
7808 BROCKWAY DR,33623
6897 MARSHALL DR,56413
1102 CARTER RD,36493
1165 OLD TALE RD,16716
115 BARCELONA DR,74824
145 BARCELONA DR,38240
9007 TAHOE  LN,23991
1047 CHERRYVALE RD,13087
1777 BROADWAY,66922
3262 N 61ST ST,166199
7512 GOODHUE BLVD,16644
7487 GOODHUE AVE,17958
7 BENCHMARK DR,59700
7 BENCHMARK DR,59700
7 BENCHMARK DR,59700
1988 PARK LAKE DR,20362
8922 TAHOE LN,25806
8922 TAHOE LN,25806
1630 30TH ST  NO 252,8358
230 RIDGE RD,31355
7394 CORTEZ LN,41082
7364 CORTEZ LN,27088
7415 PANORAMA DR,31307
8940 TAHOE LN,21468
1815 KEEL CV,36958
PO BOX 791,30426
1087 CHERRYVALE RD,12784
1066 CHERRYVALE RD,17194
6087 MARSHALL DR,
2188 MEAD DR,18897
1527 CHERRYVALE RD,109359
756 CHERRYVALE RD,11335
756 CHERRYVALE RD,11335
PO BOX 9100,348580
702 S CHERRYVALE RD,12736
702 S CHERRYVALE RD,12736
640 THERESA DR,22280
136 N 76TH ST,25552
220 PARAGON DR,65749
6833 FAIRVIEW DR,10046
KELLY GENTRY HARPER,33281
CHRISTOF P,36807
PO BOX 1029,1078800
92 CABALLO CT,24142
2208 CHAMPLAIN DR,22312
7530 BASELINE RD,25878
BECKER SURVIVOR TRUST 50 PCT,32396
7425 EMPIRE DR,53499
7425 EMPIRE DR,53499
173 S 80TH,10547
2112 PARK LAKE DR,22734
2033 WILLOW CREEK DR,23044
7782 BROCKWAY DR,16565
509 N 76TH ST,43780
253 VAQUERO DR,26531
7849 BROCKWAY DR,19693
12 BENCHMARK DR,35438
7554 CRANNELL DR,12386
557 S SHERMAN ST,667
KATHERINE W ANDERSON TRUST,45062
785 SKY TRAIL RD,16406
4866 DAKOTA BLVD,40994
27 CENTAURUS RANCH ROAD,17807
523 THERESA DR,22031
372 LEFTHAND CANYON DR,14050
295  N 76TH ST,12386
295 76TH ST,
126 BARCELONA DR,43549
8054 SAGEBRUSH CT,22073
1843 WILLOW CREEK DR,23211
8052 FOX RIDGE CT,22734
8052 FOX RIDGE CT,22734
8034 SAGEBRUSH CT,23339
1009 69TH ST,8708
1510 OLD TALE RD,49750
1301 S FOOTHILLS HWY,15681
2281 CHAMPLAIN DR,26642
801 GILLASPIE DR APT 161,21046
2008 N 75TH ST,17448
419 MAJESTIC VIEW,52067
1025 PARAGON DR,30423
7660 VALMONT RD,51541
7850 VALMONT RD,27047
47 RIDGE RD,25221
7740 SPRING DR,52711
1077 S CHERRYVALE RD,41265
7387 PANORAMA DR,23259
330 S 68TH ST,31936
7101 VALMONT RD,13836
598 THERESA DR,21237
7742 BROCKWAY DR,17958
182 RIDGE RD,38105
1895 N 75TH ST,21221
26997 LOOKOUT MOUNTAIN LANE,26849
4171 COOPER CT,94366
7677 BROCKWAY DR,18706
PO BOX 3513,80714
834 MARSHALL RD,15984
7313 PANORAMA DR,38208
7721 BROCKWAY DR,21540
897 GAPTER RD,15824
1777 BROADWAY,
3284 WRIGHT AVE,15992
197 S 80TH ST,24509
2900 PARK LAKE DR,57400
2900 PARK LAKE DR,57400
7983 SAGEBRUSH CT,20099
7983 SAGEBRUSH CT,20099
7655 BROCKWAY DR,15315
2226 PLACID DR,27820
1203 CHERRYVALE RD,10030
666 7TH ST,17833
7356 PANORAMA DR,34793
7984 SAGEBRUSH CT,24238
427 ORD DR,35295
6682 WHALEY DR,28752
7742 BASELINE RD,17695
472 ORD DR,19956
3981 HILARY CT,15809
1526 SPRUCE ST STE 260,2987
7533 BROCKWAY DR,23021
7547 BROCKWAY,22479
ROBIN STRAYER SCHOTTLER,14041
8871 TAHOE CT,38526
8801 LAKESIDE CT,50347
2555 PARK LAKE DR,84217
2555 PARK LAKE DR,84217
2205 WARWICK WAY STE 200,75286
1570 BLUE SAGE,
2400 PARK LAKE DR,45706
2400 PARK LAKE DR,45706
7739 SOUTH BOULDER RD,22177
8 BENCHMARK DR,40851
887 CHERRYVALE RD,13810
156 BARCELONA DR,32684
583 ORD DR,28107
552 WEWOKA DR,79600
552 WEWOKA DR,79600
2148 75TH ST,20578
724 GAPTER RD,12752
7344 BUCKINGHAM CT,238438
1183 GAPTER RD,17298
1183 GAPTER RD,
686 THERESA DR,19271
140 WINDERMERE LN,31012
7225 SPRING DR,36417
550 ORD DR,23999
788 COLUMBIA PL,26387
7446 SPRING DR,34578
8031 FOX RIDGE CT,23275
427 PARAGON DR,44258
513 COUNTRY LN,11940
520 WEWOKA DR,17026
1295 S FOOTHILLS HWY,11860
5652 CASCADE PL,35717
772 S CHERRYVALE RD,12449
7557 EMPIRE DR,29587
7495 EGGLESTON DR,16191
348 SOUTH 68TH ST,27860
405 THERESA DR,26292
PO BOX 229,
7420 SPRING DR,25854
9050 TAHOE LN,24453
9050 TAHOE LN,24453
9070 TAHOE LN,18786
9090 TAHOE LN,21723
P O BOX 471,18328
36 BARCELONA DR,27375
ELIZABETH BERG REV TRUST 50 PER EACH,61865
1462 OLD TALE RD,18419
6725 WHALEY DR,39665
3440 FOX DR,238264
7260 TERRACE PL,15132
534 DONN CT,29603
1366 CHERRYVALE RD,17114
4875 SIOUX DR UNIT 302,
4875 SIOUX DR UNIT 302,
1930 CENTRAL AVE STE B,320566
471 ORD DR,28019
712 S CHERRYVALE RD,11224
881 GAPTER RD,17528
6862 S BOULDER RD,15013
1228 OLD TALE RD,12426
5 BENCHMARK DR,29818
800 S 68TH ST,128100
148 PARAGON DR,29770
MARY CATHERINE REICHERT TST 5 PCT,10095
7184 SPRING CT,
7184 SPRING CT,
730 S 68TH ST,15602
536 APOLLO DR,42602
555 APOLLO DR,29078
PO BOX 17100,17424
234 S 68TH ST,54295
6960 BASELINE RD,48556
1032 RIDGLEA WAY,29850
1015 CHERRYVALE RD,10794
7929 VALMONT RD,49105
624 ORD DR,25002
1348 CHERRYVALE RD,16406
445 THERESA DR,16589
1527 CHERRYVALE RD,11502
7389 CRANNELL DR,13930
556 APOLLO DR,30885
577 76TH ST,39083
6881 MARSHALL DR,26857
6881 MARSHALL DR,26857
584 LINDEN PARK CT,318507
755 EAST MULBERRY AVE,
755 EAST MULBERRY AVE,
755 EAST MULBERRY AVE,
239 76TH ST,13556
581 N 76TH ST,51947
7313 S BOULDER RD,13643
181 S 80TH ST,26913
545 S 68TH ST,30941
7926 BROOK HOLLOW CT,23777
1411 LOEWEN CT NW,20632
5469 SOUTH BOULDER RD,19083
793 MERRY LN,19637
7723 OCONNOR RD,17504
590 ORD DR,15689
7830 BROCKWAY DR,22518
1245 OLD TALE RD,30375
4990 FOX TRAIL LANE,
9175 VALMONT RD,10981
PO BOX 791,
5995 MCSORLEY LN,16748
2070 CHAMPLAIN DR,21381
7434 CRANNELL DR,17290
7715 VALMONT DR,31251
2101 CHAPLAIN DR,22479
961 GAPTER RD,13564
425 THERESA DR,19582
7700 O CONNOR RD,19239
120 WINDEMERE LN,25981
PO BOX 791,
PO BOX 19137,25560
2156 MEAD DR,18141
74 VAQUERO DR,35231
703 EVERGREEN AVE,5325
PO BOX 791,
1830 N 55TH ST,239656
1830 N 55TH ST,239656
397 ORD DR,24565
PO BOX 3543,18706
797 GAPTER RD,13580
83 VAQUERO DR,31267
45 BARCELONA DR,25902
2292 PLACID DR,23004
7355 VALMONT RD,20481
895 PARAGON DR,37420
2289 MEAD DR,25814
1085 GAPTER RD,10061
CHERYL A CRAIG & ETAL,18308
7475 EGGLESTON DR,17472
3737 75TH ST,26029
1777 BROADWAY,9715
1410 CHERRYVALE RD,17703
1019 S FOOTHILLS HWY,25249
2178 PLACID DR,21627
2178 PLACID DR,21627
175 CORDOVA CT,
9037 TAHOE LN,17257
858 GAPTER RD,16437
PO BOX 5004,
500 COMMERCE ST STE 700,690200
7973 SAGEBRUSH CT,31840
2777 S ELMIRA #6,
1315 OLD TALE RD,20569
772 GAPTOR,23267
7471 BROCKWAY DR,19733
7380 CRANNELL DR,13476
2145 MEADOW AVE,236495
8015 BROOK HOLLOW CT,25886
135 COUNTRY CENTER DR STE F 18,
135 COUNTRY CENTER DR STE F 18,113430
752 GAPTER RD,11319
752 GAPTER RD,11319
ANNETTE,18897
67 WILD HORSE CIR,
2050 PARK LAKE DR,18897
2050 PARK LAKE DR,18897
7173 VALMONT RD,16549
1425 CHERRYVALE RD,11439
1425 CHERRYVALE RD,11439
553 DONN CT,25480
1545 CHERRYVALE RD,9488
3375 75TH ST,37620
1599 CHERRYVALE RD,9950
7355 SOUTH BOULDER RD,14232
7626 O CONNOR RD,24580
7626 O CONNOR RD,24580
6718 WHALEY DR,25417
381 PONDEROSA DR,89431
1 BENCHMARK DR,46088
7831 SPRING DR,49169
201 RIDGE RD,
123 VAQUERO DR,38614
355 S 68TH ST,82254
7551 PANORAMA DR,26157
7245 CRANNELL DR,13062
7245 CRANNELL DR,
7245 CRANNELL DR,
7245 CRANNELL DR,
560 CLOVER LN,15968
539 BARI CT,31824
179 CORDOVA CT,49909
7463 SOUTH BOULDER RD,19255
CHRISTENSEN,23219
PO BOX 5628,62408
7447 BROCKWAY DR,13819
428 WEWOKA DR,32429
8978 TAHOE LN,20831
7492 SPRING DR,31267
489 76TH ST,86577
488 COUNTRY LN,17712
1777 BROADWAY,4930
6765 BASELINE RD,10380
228 BAXTER FARM LN,258361
228 BAXTER FARM LN,113564
7305 BASELINE RD,24374
572 CLOVER LN,24445
7815 SPRING DR,35844
615 THERESA DR,44130
7360 BROCKWAY DR,15434
621 17TH ST STE 1777,202710
1340 CHERRYVALE RD,23594
1221 RED ASH LN,18308
1221 RED ASH LN,18308
7637 O CONNOR RD,19876
7211 SOUTH BOULDER RD,15060
2306 MAIA LOOP,7676
555 S 68TH ST,45770
542 BARI CT,34841
460 PARAGON,37817
887 CHERRYVALE RD,12211
441 ORD DR,39800
1098 CHERRYVALE RD,16477
1435 CHERRYVALE RD,19184
1010 GAPTER RD,14240
8094 SAGEBRUSH CT,23180
223 VAQUERO DR,45372
4790 TABLE MESA DR STE 100,118929
7739 SPRING DR,27430
2500 PARK LAKE DR,25591
728 S CHERRYVALE RD,16939
2259 PLACID DR,29380
2259 PLACID DR,29380
8011 FOX RIDGE CT,26403
4841 TANGLEWOOD CT,14750
858 MARSHALL RD,11694
7500 BASELINE RD,30248
931 GAPTER RD,14766
8119 VALMONT RD,17559
1435 OLD TALE RD,22288
PO BOX T,149698
6163 GALE DR,19327
LINDA ARROYO-HOLMSTROM,17568
1857 N 75TH ST,15426
248 RIDGE RD,28083
635 PARAGON DR,29109
8328 VALMONT RD,208393
499 APOLLO DR,24620
6862 S BOULDER RD,27892
7344 BUCKINGHAM CT,267119
8840 TAHOE CT,31378
8840 TAHOE CT,31378
7542 CRANNELL DR,17018
7885 EDELWEISS CT,35199
PO BOX 1330,
PO BOX 1330,
PO BOX 1330,
PO BOX 1330,
PO BOX 1330,
PO BOX 1330,
PO BOX 958,
PO BOX 958,
PO BOX 958,
PO BOX 791,
PO BOX 791,41760
315 SKY LARK WAY,17623
1 CONTINENTAL VIEW DR,37356
7875 EDELWEISS CT,
1190 MARSHALL RD,13094
646 S CHERRYVALE RD,21611
PO BOX 791,17226
PO BOX 791,
PO BOX 9019,
PO BOX 791,
2442 BLUFF ST,31331
731 MERRY LN,14694
10 FOX RUN,16493
35361 COUNTY RD 35,23004
303 SKYLARK WAY,25154
5654 CASCADE,37428
428 THERESA DR,22806
2435 LA FRANCE,25122
8803 LAKESIDE CT,35860
8803 LAKESIDE CT,35860
7780 SPRING DR,90187
755 CHERRYVALE RD,10826
6931 FAIRVIEW DR,15491
8109 WILLOW BEND CT,39800
118 BUCKHEAD LN,5754
8053 SAGEBRUSH CT,19972
HAROLD MARTIN FIELDEN,28632
DIANE K DIETER,16406
4600 S UNIVERSITY BLVD,29493
7433 CRANNELL DR,17042
7271 SPRING DR,39275
PO BOX 8031,14383
933 CHERRYVALE RD,12553
933 CHERRYVALE RD,12553
PO BOX 791,
8812 LAKESIDE CT,43095
7917 VALMONT RD,24278
1792 PARK LAKE DR,39864
1429 WESTVIEW DR,20577
WEIGEL TRUST,10666
7444 PANORAMA DR,27709
657 PARAGON DR,36202
7219 CRANNELL DR,19797
562 PONDEROSA DR,73415
8069 WILLOW BEND CT,27987
84 CABALLO CT,28258
703 EVERGREEN,11097
2994 75TH ST,47163
2906 75TH ST,
1548 OLD TALE RD,15864
PO BOX 3908,18244
6424 SOUTH BOULDER RD,73232
7352 EMPIRE DR,69841
7352 EMPIRE DR,
645 PRICE DR,12959
7392 CRANNELL DR,14121
925 LAWN ST,22519
7961 VALMONT DR,10762
963 PARAGON DR,50697
1225 GAPTER RD,28338
7662 FAIRVIEW RD,19024
7450 BROCKWAY DR,13930
1064 GAPTER RD,11256
8011 FOX RIDGE CT,
1412 OLD TALE RD,31410
7363 CORTEZ LN,41830
7393 CORTEZ LN,29938
1365 CHERRYVALE RD,13261
2240 CHAMPLAIN DR,23323
7241 S BOULDER RD,13914
7587 PANORAMA DR,22161
7587 PANORAMA DR,22161
7611 BROCKWAY DR,14853
9014 TAHOE  LN,22193
2600 PARK LAKE DR,54614
2179 CHAMPLAIN DR,25257
421 S 68TH ST,64834
395 S 68TH ST,31315
395 S 68TH ST,31315
305 MAJESTIC VIEW DR,57153
546 CLOVER LN,22551
OPEN SPACE DEPT,
PO BOX 791,
7741 O CONNOR RD,17695
7829 BROCKWAY DR,18101
255 BARCELONA DR,57073
195 BARCELONA DR,55983
4112 FRESNO,14567
266 RIDGE RD,47442
7334 CORONADO CT,28847
9221 GUNBARREL RIDGE RD,23562
1777 BROADWAY,
5788 KNOLL CREST CT,46168
6590 ODELL PL,18734
6717 VALMONT RD,38224
1777 BROADWAY,
6119 ANDRUS RD,35868
5589 ARAPAHOE AVE STE 208,210946
6803 JAY RD,30315
3853 N 57TH ST,79600
PO BOX 18052,17019
2035 95TH ST,64333
1775 QUINCE AVE,24186
1717 MCKINNEY AVE STE 1900,2578912
5745 JAY RD,19344
6025 VALMONT RD,13962
4016 N 63RD ST,13000
5830 ORCHARD CREEK LN,22758
4371 63RD ST,16461
6255 NOTTINGHILL GATE,21707
3853 N 57TH ST,24198
6811 JAY RD,21914
PO BOX 8040,37120
P O BOX 471,
3796 N 63RD ST,47362
PO BOX 791,
5857 RUSTIC KNOLLS DR,26818
5790 KNOLL CREST CT,22328
1420 GILPIN ST,
3991 75TH ST,13158
9175 ARAPAHOE RD,22235
JAMES R DE HANN 1/2 INT EACH,15197
9215 ARAPAHOE RD,14427
PO BOX 9019,266829
802 EAST 24TH ST,
4253 N 75TH ST,22042
6033 JAY RD,21412
IMPROVEMENT DISTRICT,
PO BOX 791,
PO BOX 791,
6188 VALMONT DR,11184
7087 VALMONT RD,15419
PO BOX 471,
1090 YOUNGFIELD ST,
PO BOX 791,
3889 75TH ST,13705
4154 N 63RD ST,117566
6855 JAY RD,26285
1930 CENTRAL AVE STE B,224750
P O BOX 471,
1777 BROADWAY,158601
1777 BROADWAY,
6003 INDIAN RD,16095
5745 RUSTIC KNOLLS DR,51143
6991 JAY RD,36616
4880 PEARL ST,10672
4880 PEARL ST,10672
4880 PEARL ST,10672
4880 PEARL ST,10672
3965 75TH ST,13556
3615 S HURON ST STE 200,
E DYE & DONA KAY STEVER TRUSTS,26937
PO BOX 791,
7097 JAY RD,19892
7097 JAY RD,19892
5723 RUSTIC KNOLLS DR,65606
6925 VALMONT RD,18734
6967 VALMONT RD,24895
1777 BROADWAY,
5758 RUSTIC KNOLLS DR,24756
PO BOX 471,
237 E 1050 NORTH,9755
5848 RUSTIC KNOLL DR,25743
3900 57TH ST,26515
PO BOX 471,
4324 N 63RD ST,16000
215 S MONARCH ST STE G103,
9226 TEDDY LN UNIT 100,762382
3445 PENROSE PL UNIT 230,398
3738 61ST ST,15084
6408 JAY RD,629
WITNESSES BOULDER COLORADO INC,
3880 57TH ST,27494
15955 JACKSON ST,155150
4091 57TH ST,26802
3917 NORTH 75TH ST,15442
4659 TALLY HO TRL,16382
6318 JAY RD,18818
2270 BLUEBELL AV,283214
4278 75TH ST,41751
6379 VALMONT RD,22749
6927 JAY RD,28417
6204 OLD BROMPTON RD,48134
PO BOX 791,
PO BOX 791,48535
5808 KNOLL CREST CT,41384
PO BOX 18383,17249
3873 N 57TH ST,17146
4056 N 63RD ST,18626
KROEGER RUDOLF O E ESTATE,32119
KROEGER RUDOLF O E ESTATE,15052
2049 N 95TH ST,18069
4189 N 57TH ST,18085
3445 PENROSE PL STE 230,19033
5721 JAY RD,19168
PO BOX 18,0
2871 N SPEER BLVD,103791
6390 JAY RD,68730
PO BOX 299,20793
2220 SPOTSWOOD PL,13597
3760 M 57TH ST,11128
3760 M 57TH ST,11128
3281 61ST ST,75067
1777 BROADWAY,
6936 JAY RD,16151
6029 INDIAN RD,39020
6017 VALMONT RD,10014
5825 RUSTIC KNOLLS DR,25910
5998 INDIAN RD,14567
3152 INDIAN RD,11180
4577 APPLE WY,14304
5843 RUSTIC KNOLLS DR,23816
5576 JAY RD,19605
557 S SHERMAN ST APT 1,23132
6327 VALMONT RD,12709
5005 OLD CEDAR LAKE RD S,26913
2907 55TH ST,377116
2907 55TH ST,377116
4075 57TH ST,40954
6723 JAY RD,14766
6123 ARAPAHOE RD,216253
5826 WOODBOURNE HOLLOW RD,34595
1999 95TH ST,19024
2255 75TH ST,16907
618 DOWNING ST,13126
5554 JAY RD,26254
6000 JAY RD,38558
2285 STEWARD AVE APT 1406,33082
7400 ARROYO DEL OSO NE,30288
6903 VALMONT RD,13460
1644 CONESTOGA    SUITE 7,106865
5855 RUSTIC KNOLLS,23960
6494 JAY RD,14495
9175 VALMONT RD,
5781 RUSTIC KNOLLS DR,22351
5832 RUSTIC KNOLLS DR,24294
5920 LONGBOW DR,
1824 WATER OAK WAY,15618
3883 57TH ST,344523
1301 5TH AVE STE 3100,3809527
PO BOX 791,
3716 61ST ST,43717
3262 N 61ST ST,
PO BOX 791,
1777 BROADWAY,
8700 W BRYN MAWR AVE,74385
6470 JAY RD,14535
6886 JAY RD,19765
3778 57TH ST,73525
2261 MARKET ST UNIT 447,13627
2525 ARAPAHOE AVE UNIT E4,26069
5858 WOODBOURNE HOLLOW RD,45031
3646 57TH ST,21142
2079 75TH ST,37628
2001 N 75TH ST,37555
3877 75TH ST,18284
5751 E ITHICA PL,
SCHOOL,146711
PO BOX 791,
PO BOX 1330,
PO BOX 1330,
PO BOX 1330,
PO BOX 1330,
JANE S,23570
6005 VALMONT RD,11844
1777 BROADWAY,
1866 PARK LAKE DR,24525
555 UNIVERISTY AVE,153700
425 W MIDWAY BLVD,34622
425 W MIDWAY BLVD,34622
425 W MIDWAY BLVD,
425 W MIDWAY BLVD,
5890 WOODBOURNE HOLLOW RD,80675
9191 TAHOE LN,131427
7075 VALMONT RD,19717
4312 N 63RD ST,17655
5727 WOODBOURNE HOLLOW RD,39760
5484 LODGE PL,29571
1014 55TH ST,27064
974 55TH ST,21588
1402 55TH ST,11175
4730 PEARL ST,130007
5520 SCENIC VIEW CT,16628
5520 SCENIC VIEW CT,16628
5375 PENNSYLVANIA AV,23745
5477 LODGE PL,26258
5574 STONEWALL PL,29524
5429 PENNSYLVANIA AVE,29866
5391 PENNSYLVANIA AVE,21213
PO BOX 18014,261
5388 CYPRESS DR,17504
5500 E ARAPAHOE RD,84216
874 55TH ST,25082
PO BOX T,339039
PO BOX T,339039
5524 BASELINE RD,25810
836 55TH ST,15602
5513 FRIENDS PL,29372
5510 FRIENDS PL,28322
1050 N 55TH ST,17894
767 MEADOW GLEN DR,34061
7076 INDIAN PEAKS TRL,17305
1777 BROADWAY,147552
1530 PATTON DR,51678
1530 PATTON DR,51678
5360 CYPRESS DR,16517
PO BOX 791,
3315 DOVER,9138
5563 STONEWALL PL,
1301 LODGE LN,34117
5600 N LARIAT DR,16397
830 55TH ST,23593
2425 CANYON BLVD STE 200,30622
1530 55TH ST,130906
5555 RACQUET CT,191197
1491 LODGE LN,31429
5440 ARAPAHOE AVE UNIT A,288521
ELAINE C MIDDLETON LVG TRST 50 PCT,28656
PO BOX 999,16708
1484 CASSIN CT,40453
5576 STONEWALL PL,27223
1430 55TH ST,13683
1422 55TH ST,11446
MUNICIPAL BUILDING,271846
5535 SCENIC VIEW CT,11558
5461 WESTERN AVE UNIT D,29000
5303 PENNSYLVANIA AVE,48858
2705 UNIVERSITY HEIGHTS AVE,137228
5505 ARAPAHOE RD,286085
5201 HOLMES PL,37722
5101 PENNSYLVANIA AVE,23888
1644 CONESTOGA  SUITE 7,258332
5255 PENNSYLVANIA AVE,19430
985 WESTVIEW DR,10619
975 WESTVIEW DR,7076
1067 RAVENWOOD RD,10372
1220 GLACIER PL,11900
1234 GLACIER PL,12426
1192 RAVENWOOD RD,8589
6376 BRUNTWOOD CT,15029
6671 BASELINE RD,12473
6691 LAKEVIEW DR,19900
1206 RAVENWOOD RD,12832
1197 RAVENWOOD RD,11351
1199 CRESTMOOR DR,11932
1242 MEADOW LARK DR,10436
1238 MEADOWLARK DR,9019
1238 MEADOWLARK DR,9019
1241 MEADOWLARK DR,10053
990 STEARNS AVE,14845
1179 CRESTMOOR DR,9958
R & M HANSEN LIVING TRUST,10046
1190 CRESTMOOR DR,14161
6165 SIMMONS DR,17767
1087 CRESTMOOR DR,9273
2291 ARAPAHOE AV,5174
1118 RAVENWOOD RD,9090
1118 RAVENWOOD RD,9090
6387 BRUNTWOOD CT,19184
974 CRESTMOOR DR,9990
1191 CRESTMOOR DR,9910
956 LAWN ST,11478
6703 LAKEVIEW DR,11423
1034 GALE,13206
6137 BASELINE RD,12107
6715 LAKEVIEW DR,20298
6715 LAKEVIEW DR,20298
1150 RIDGLEA WAY,9687
6418 CLEARVIEW RD,15299
1142 CRESTMOOR DR,14105
971 CRESTMOOR DR,47760
964 RAVENWOOD RD,8748
6086 SIMMONS DR,12521
1187 RAVENWOOD RD,9003
947 CRESTMOOR DR,7172
BARBARA BACHMAN METZGER,11375
6590 LAKEVIEW DR,10810
4875 SIOUX DR UNIT 302,21890
6611 LAKEVIEW DR,17114
1241 WESTVIEW DR,9600
994 WESTVIEW DR,12036
6720 LAKEVIEW DR,8700
6720 LAKEVIEW DR,8700
6397 CLEARVIEW RD,12975
6244 SIMMONS DR,17854
6648 LAKEVIEW DR,19900
6388 CLEARVIEW RD,13572
1139 RIDGLEA WAY,8493
1167 RAVENWOOD RD,14726
1268 WESTVIEW DR,16525
1236 CHINOOK WY,10826
1204 CHINOOK WAY,9894
1196 CHINOOK WAY,12131
6138 SIMMONS DR,17512
1147 CRESTMOOR DR,10961
1130 RIDGLEA WAY,8493
1130 RIDGLEA WAY,8493
JENNIFER DICKINSON FOX,14901
1200 PIEDMONT AVE,11701
24251 HAMANN RD,14248
6354 BRUNTWOOD CT,11478
1152 CRESTMOOR DR,8804
6581 STEARNS AV,8883
950 WESTVIEW DR,10252
1284 CHINOOK WY,13954
6367 CLEARVIEW RD,23395
1104 WESTVIEW DR,11423
1112 STEARNS AVE,15044
1300 WESTVIEW DR,12529
6161 BASELINE RD,11303
TRUST UDT 9/8/99 &,9385
6321 GLENMOOR RD,14678
5890 WOODBOURNE HOLLOW RD,9162
1279 WESTVIEW DR,9345
1185 WESTVIEW DR,9162
6343 BRUNTWOOD CT,10849
6215 BASELINE RD,12044
1146 WESTVIEW DR,12839
1156 CRESTMOOR DR,9377
1156 CRESTMOOR DR,9377
MARGARETA DOMECKI-GREENBERG,14591
1109 RIDGLEA WAY,10213
320 BEAUMONT BLVD,11160
1160 RAVENWOOD RD,11813
1011 RAINBOW WAY,14853
EGILS HERMAN,13349
OF JULIA P HERRING TRUST,8955
1411 WESTVIEW DR,10619
6282 SIMMONS DR,16493
6282 SIMMONS DR,16493
6275 SIMMONS DR,13285
1145 RAVENWOOD RD,9273
1075 PIEDMONT AVE,12664
ROBIN COLHOUN CATLIN,55720
WIFE LIVING TRUST,10849
1467 MEADOWLARK DR,15124
1478 MEADOWLARK DR,11669
1450 MEADOW LARK DR,8955
1434 MEADOWLARK DR,10189
1402 MEADOW LARK DR,11216
KATHLEEN KINLAW PAHLER,11900
1288 MEADOWLARK DR,8931
1268 MEADOWLARK DR,9640
1255 WESTVIEW DR,14591
1261 WESTVIEW DR,10985
1273 WESTVIEW DR,9385
1379 WESTVIEW DR,10030
1429 WESTVIEW DR,13365
1445 WESTVIEW DR,12378
1461 WESTVIEW DR,11033
ANALISA BERENS,9385
1499 WESTVIEW DR,10069
1245 RIDGLEA WY,8526
6330 CLEARVIEW RD,18165
JUDITH C SLOSS REVOCABLE TRUST,8382
6442 GLENMOOR RD,11956
1062 STEARNS AVE,13094
915 LAWN ST,16628
6222 SIMMONS DR,14169
1225 WESTVIEW DR,9409
6609 BASELINE RD,13763
1043 RAVENWOOD RD,12951
1049 STEARNS AVE,17512
6587 LAKEVIEW DR,59700
1135 CRESTMOOR DR,8931
6408 GLENMOOR RD,13628
1081 STEARNS AVE,11534
957 WESTVIEW DR,29850
6204 SIMMONS DR,13031
1127 WESTVIEW DR,11088
6341 BASELINE RD,14368
1140 RAVENWOOD RD,9640
1777 WHISTLEPIG LN,12561
1497 MEADOW LARK DR,9090
1487 MEADOW LARK DR,10348
1475 MEADOWLARK DR,11948
6730 LAKEVIEW DR,11638
KIM HEYWOOD,18841
6178 SIMMONS DR,18316
1375 EASTVIEW DR,
6245 SIMMONS DR,11900
6255 SIMMONS DR,16461
6264 SIMMONS DR,14933
1016 STEARNS AVE,11192
980 RIDGLEA WAY,10643
948 RAINBOW WAY,15976
6569 BASELINE RD,12601
6191 BASELINE RD,26921
981 RAVENWOOD RD,10921
6722 LAKEVIEW DR,17910
1237 RAVENWOOD RD,8979
6507 BASELINE RD,11287
1068 RIDGLEA WAY,10093
930 CRESTMOOR DR,10635
1100 STEARNS AVE,15658
6423 CLEARVIEW RD,21014
1123 RAVENWOOD RD,8382
892 WESTVIEW DR,8071
1041 RIDGLEA WAY,8318
1076 WESTVIEW DR,30248
1034 WESTVIEW DR,22288
1034 WESTVIEW DR,22288
1048 WESTVIEW DR,11630
1179 RAVENWOOD RD,16278
6395 BRUNTWOOD CT,13930
PO BOX 2180,8430
6610 LAKEVIEW DR,14002
1039 WESTVIEW DR,10778
1137 RAVENWOOD RD,9504
1237 MEADOWLARK DR,8589
1126 RAVENWOOD RD,7379
6686 LAKEVIEW DR,11399
6370 GLENMOOR RD,13994
HARPER LIVING TRUST,12768
947 STEARNS AVE,26714
6727 LAKEVIEW DR,7817
1090 PIEDMONT AVE,9297
6461 BASELINE RD,18929
1184 WESTVIEW DR,16318
6321 BRUNTWOOD CT,11844
1111 PIEDMONT AVE,15984
1095 PIEDMONT AVE,11136
1180 RAVENWOOD RD,12744
1160 RIDGLEA WAY,10141
VALERA JO RANDALL REV TRUST,9345
1203 RAVENWOOD RD,12545
1037 RAVENWOOD RD,10117
159 ROCK BEACH RD,8859
1135 WESTVIEW DR,11645
1220 RAVENWOOD,12680
ELIZABETH A DINNEEN,8780
1159 RIDGLEA WAY,10436
1250 GLACIER PL,9998
6377 GLENMOOR RD,17225
1252 CHINOOK WAY,10276
991 RAINBOW WAY,19064
1066 RAVENWOOD RD,11375
6599 STEARNS AVE,9640
PO BOX 20986,10396
994 WESTVIEW DR,9711
1247 WESTVIEW DR,12354
1025 WESTVIEW DR,9114
6137 SIMMONS DR,13628
1030 RAVENWOOD RD,9409
GRONSETH,22073
6492 CLEARVIEW RD,21277
1040 STEARNS AVE,15928
945 WESTVIEW DR,12155
6113 BASELINE RD,11813
